Entity,Code,Year,Annual CO₂ emissions (ton),Carbon intensity of GDP (kg CO2e per 2021 PPP $),"GDP per capita, PPP (constant 2021 international $)",Life expectancy - Sex: all - Age: 0 - Variant: estimates,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),Annual CO₂ emissions from flaring (ton),Annual CO₂ emissions from cement (ton),Annual CO₂ emissions from gas (ton),Annual CO₂ emissions from oil (ton),Annual CO₂ emissions from coal (ton),Share of annual CO₂ emissions embedded in trade (percentage),Annual CO₂ emissions (ton per capita),"GDP per capita (PPP, constant 2021 international $)","Population (historical, persons)"
Ireland,IRL,2004,46166736.0,0.17929392,61638.33,78.503,11.051377,48.0,2295081.0,8756291.0,24455898.0,10206641.0,44.73342,11.354153,47028.863,4066066.0
Ireland,IRL,2005,48152700.0,0.17743564,63771.594,78.909,11.315354,43.0,2357055.0,8399934.0,25773044.0,11160146.0,51.277496,11.588308,49223.383,4155283.0
Ireland,IRL,2006,47596800.0,0.17121078,65171.504,79.15,11.158064,50.0,2347851.0,9428956.0,25353514.0,10020683.0,51.949005,11.14999,51296.195,4268775.0
Ireland,IRL,2007,47656784.0,0.1600643,66676.46,79.563,10.672521,61.0,2374056.0,10207724.0,24821126.0,9670674.0,52.834938,10.847067,52322.23,4393518.0
Ireland,IRL,2008,47358700.0,0.16520815,62401.406,79.788,10.30922,62.0,2106733.0,10771399.0,24379556.0,9643891.0,38.241074,10.557018,49583.14,4485992.0
Ireland,IRL,2009,42191316.0,0.15484066,58623.117,80.095,9.077243,65.0,1326776.0,10381640.0,21412244.0,8604719.0,25.62366,9.306052,47375.734,4533750.0
Ireland,IRL,2010,41791596.0,0.15136832,59285.81,80.599,8.973993,73.0,1105109.0,11365219.0,20272438.0,8426884.0,20.17799,9.166665,48623.81,4559084.0
Ireland,IRL,2011,38054140.0,0.1351603,60001.08,80.727,8.109764,62.0,966273.0,9850020.0,18365150.0,8310955.0,26.380247,8.3094845,48980.0,4579603.0
Ireland,IRL,2012,38224184.0,0.13735636,59508.996,80.852,8.173939,55.0,1177022.0,9523164.0,17458012.0,9621590.0,22.815481,8.309361,47360.09,4600135.0
Ireland,IRL,2013,37278920.0,0.1298863,60494.164,81.065,7.8573627,52.0,1111746.0,9066713.0,17656224.0,8738544.0,25.150675,8.060854,48181.234,4624686.0
Ireland,IRL,2014,36850170.0,0.11817195,65660.18,81.406,7.759192,45.0,1461122.0,8795911.0,17365382.0,8647303.0,28.387291,7.910756,50732.348,4658236.0
Ireland,IRL,2015,38715990.0,0.09877741,81053.35,81.533,8.006241,405.0,1652014.0,8888332.0,18244336.0,9351409.0,20.129118,8.233071,53196.598,4702497.0
Ireland,IRL,2016,40366880.0,0.10245018,80997.586,81.684,8.298217,1367.0,1793524.0,9910554.0,18847612.0,9205348.0,21.510387,8.4920225,53686.844,4753506.0
Ireland,IRL,2017,39075644.0,0.0901956,87942.445,82.103,7.932022,4760.0,1839605.0,10151741.0,18676722.0,7869822.0,27.6534,8.123399,55465.652,4810258.0
Ireland,IRL,2018,39009370.0,0.08141147,93214.336,82.123,7.5887165,205.0,1916043.0,10598732.0,19500652.0,6354173.0,30.030254,8.00593,58083.45,4872559.0
Ireland,IRL,2019,37323388.0,0.07385473,96369.65,82.411,7.1173544,286.0,1892599.0,10836872.0,19541336.0,4543128.0,34.557518,7.5653067,59733.91,4933493.0
Ireland,IRL,2020,35124468.0,0.06519019,101970.81,82.39,6.647496,335.0,1769640.0,10953088.0,18106662.0,3757464.0,24.833412,7.0494227,55134.855,4982602.0
Ireland,IRL,2021,37544270.0,0.059221603,116903.61,81.861,6.923219,435.0,2102809.0,10435884.0,19324544.0,4929063.0,24.386526,7.4664035,57278.42,5028428.0
Ireland,IRL,2022,36711388.0,0.05352337,124489.375,82.05,6.6630907,200.0,1956535.0,10745410.0,19237046.0,4036379.8,29.162231,7.1842036,60257.082,5110015.0
Israel,ISR,1994,47474584.0,0.2941071,28393.0,78.045,8.350583,0.0,1506199.0,43971.0,29907846.0,16016563.0,28.870361,9.100507,22128.805,5216697.0
Israel,ISR,1995,49865530.0,0.2949821,29470.816,78.052,8.693363,0.0,1900103.0,43968.0,30370896.0,17550560.0,30.216105,9.312419,23378.16,5354734.0
Israel,ISR,1996,51935750.0,0.29645827,30386.197,78.57,9.00824,0.0,1673000.0,29312.0,29326656.0,20906784.0,28.935705,9.443628,23979.996,5499555.0
Israel,ISR,1997,54865704.0,0.29545256,30707.006,78.552,9.072464,0.0,1719385.0,29312.0,30070448.0,23046560.0,26.750452,9.7168045,24226.73,5646476.0
Israel,ISR,1998,56009770.0,0.28682196,31246.857,78.588,8.962284,0.0,2189272.0,21984.0,29007888.0,24790624.0,26.849203,9.673296,24506.16,5790143.0
Israel,ISR,1999,54756052.0,0.28515378,31465.613,78.891,8.972539,0.0,2272914.0,18320.0,28256768.0,24208048.0,16.676659,9.208766,24644.205,5946079.0
Israel,ISR,2000,59519380.0,0.28337547,33275.062,79.18,9.429337,0.0,2152132.0,18320.0,29147120.0,28201808.0,15.374616,9.739403,26058.84,6111194.0
Israel,ISR,2001,63023570.0,0.2824233,32590.229,79.479,9.20424,0.0,1820113.0,18320.0,30601728.0,30583408.0,11.482866,10.067699,25427.32,6259977.0
Israel,ISR,2002,59301356.0,0.29836214,31897.584,79.514,9.517032,0.0,1820526.0,14656.0,28209136.0,29257040.0,14.843458,9.283659,24823.553,6387714.0
Israel,ISR,2003,62414676.0,0.30236888,31780.78,79.819,9.609519,0.0,1885398.0,14656.0,30788592.0,29726032.0,23.471626,9.598092,24545.244,6502821.0
Israel,ISR,2004,58679230.0,0.28813338,32675.209,80.305,9.414819,0.0,1945743.0,2179944.0,24510628.0,30042922.0,30.474045,8.87052,25210.879,6615084.0
Israel,ISR,2005,56524140.0,0.266847,33512.89,80.394,8.942815,0.0,2157574.0,3004285.0,23539670.0,27822608.0,31.151512,8.401064,25686.406,6728212.0
Israel,ISR,2006,62148964.0,0.26561776,34770.027,80.786,9.235536,0.0,2264667.0,4254156.0,25708146.0,29921996.0,30.66348,9.080757,26571.256,6844029.0
Israel,ISR,2007,62799908.0,0.25896952,36317.85,80.953,9.405217,0.0,2270626.0,5089296.0,25131376.0,30308608.0,30.039898,9.019793,27624.883,6962456.0
Israel,ISR,2008,67980180.0,0.25222024,36827.926,81.283,9.288748,0.0,2171172.0,7016940.0,29207326.0,29584738.0,34.009926,9.598166,27857.62,7082621.0
Israel,ISR,2009,63860948.0,0.2463098,36403.164,81.818,8.966455,0.0,1814770.0,7822640.0,27135584.0,27087952.0,25.949574,8.862073,27644.697,7206096.0
Israel,ISR,2010,68286904.0,0.2504818,37722.41,81.974,9.448777,0.0,2023461.1,10079664.0,28113872.0,28069904.0,25.41565,9.307533,28575.531,7336735.0
Israel,ISR,2011,68594740.0,0.23469414,39075.375,81.989,9.170761,0.0,2250689.0,9343200.0,28000288.0,29000560.0,28.068382,9.181438,29370.0,7471023.0
Israel,ISR,2012,74784850.0,0.2498151,39299.35,81.985,9.817572,271.0,2251929.0,4814260.0,35143364.0,32575028.0,18.41864,9.830048,29580.836,7607781.0
Israel,ISR,2013,63095308.0,0.21125099,40148.777,82.354,8.481469,262.0,2170190.0,11293102.0,22915984.0,26715770.0,26.343454,8.141993,30316.602,7749369.0
Israel,ISR,2014,60282336.0,0.19659743,40872.582,82.361,8.035444,118.0,2292236.0,12473013.0,20211850.0,25305118.0,35.4098,7.633407,30906.148,7897173.0
Israel,ISR,2015,62939140.0,0.19828542,40967.37,82.254,8.123233,858.0,2233278.0,13784767.0,21831378.0,25088862.0,28.008688,7.815696,31050.408,8052916.0
Israel,ISR,2016,61164164.0,0.18867186,41963.676,82.612,7.917365,0.0,1983238.0,15689248.0,22658176.0,20833504.0,32.058334,7.4499536,31822.875,8210006.0
Israel,ISR,2017,58845148.0,0.18152265,42947.06,82.699,7.7958636,5068.0,1982413.0,16691587.0,21330786.0,18835292.0,32.105423,7.0373816,32549.818,8361796.0
Israel,ISR,2018,59985780.0,0.16335751,43814.297,82.918,7.157394,471.0,1775491.0,17672538.0,22406712.0,18130566.0,36.67566,7.0488024,33227.125,8510067.0
Israel,ISR,2019,58655656.0,0.16217017,44580.81,82.905,7.2296777,0.0,1515442.0,17619088.0,21510014.0,18011110.0,36.463936,6.7751527,33951.89,8657466.0
Israel,ISR,2020,59156320.0,0.15557936,42915.94,82.7,6.6768346,0.0,1591214.0,22170864.0,18298016.0,17096224.0,29.806343,6.7220187,32730.943,8800380.0
Israel,ISR,2021,59007950.0,0.14121643,46162.082,82.517,6.5188446,1192.0,1727604.0,23088280.0,19860098.0,14330782.0,38.240406,6.5982833,34969.016,8942925.0
Israel,ISR,2022,60946176.0,0.13672899,48098.188,82.814,6.5764165,17599.0,1727604.0,23890700.0,21235694.0,14074579.0,37.449085,6.69507,36648.918,9103143.0
Italy,ITA,1990,438207000.0,0.1762448,42656.746,76.994,7.518029,4047634.0,15845935.0,88992264.0,254821520.0,69580090.0,29.29762,7.683602,26003.0,57031457.0
Italy,ITA,1991,437741220.0,0.17313693,43283.02,76.99,7.49389,3979914.0,15692164.0,94754984.0,252299890.0,65966188.0,27.991077,7.669526,26570.363,57075394.0
Italy,ITA,1992,437935970.0,0.1709433,43614.484,77.365,7.455604,3956085.0,16427095.0,94458120.0,259919180.0,58065030.0,39.46416,7.666276,26960.611,57124993.0
Italy,ITA,1993,430267170.0,0.16966033,43216.11,77.653,7.33206,4179990.8,14065229.0,96872430.0,257997980.0,52079080.0,29.668926,7.526,26902.398,57170762.0
Italy,ITA,1994,424506020.0,0.16388027,44136.707,77.873,7.233135,4070158.0,13791223.0,92793640.0,254220800.0,54772144.0,27.625061,7.3929815,27668.258,57420136.0
Italy,ITA,1995,448594850.0,0.16863607,45410.14,78.125,7.657788,4002398.0,15310154.0,102912720.0,262967680.0,58416932.0,25.429384,7.8147864,28666.352,57403342.0
Italy,ITA,1996,442842080.0,0.16447067,46008.24,78.438,7.567006,3850362.0,13987543.0,106189940.0,260652400.0,53524420.0,19.80546,7.747128,29231.275,57162098.0
Italy,ITA,1997,448569820.0,0.1626505,46869.426,78.735,7.623336,4012577.0,14232612.0,109923340.0,261584900.0,54146180.0,19.284386,7.8436007,29960.7,57189272.0
Italy,ITA,1998,460823140.0,0.16316728,47701.4,78.807,7.7833076,3886827.0,14538381.0,118554696.0,264363800.0,54867124.0,18.20955,8.05421,30649.629,57215190.0
Italy,ITA,1999,465506270.0,0.16294657,48493.664,79.205,7.9018764,3108679.0,15277308.0,129051464.0,259459600.0,53939636.0,20.470602,8.1324215,31340.48,57240796.0
Italy,ITA,2000,469596930.0,0.1585913,50353.42,79.607,7.9856143,3261918.0,15862119.0,134813300.0,254694980.0,56032190.0,22.094292,8.199387,32716.98,57272200.0
Italy,ITA,2001,469677730.0,0.15525183,51332.29,79.885,7.9694324,3070873.0,16394484.0,135107380.0,250894420.0,59024470.0,19.754856,8.195995,33511.434,57305760.0
Italy,ITA,2002,477105500.0,0.15732083,51369.113,80.112,8.081431,2842968.0,16288778.0,135864670.0,256777340.0,60015668.0,20.712683,8.308955,33780.055,57420636.0
Italy,ITA,2003,495092300.0,0.1639591,51126.258,80.191,8.382616,3383522.0,16938410.0,149024220.0,255077970.0,65125830.0,19.462341,8.574556,33917.8,57739697.0
Italy,ITA,2004,500685630.0,0.1654378,51495.004,81.017,8.51922,2646031.0,17407936.0,154661760.0,247919940.0,72217310.0,21.502522,8.606286,34472.13,58176736.0
Italy,ITA,2005,501364060.0,0.16446665,51585.645,81.02,8.484118,2557067.0,17403220.0,165659600.0,238520900.0,71264930.0,23.252539,8.567441,34872.125,58519696.0
Italy,ITA,2006,495936900.0,0.15973866,52304.242,81.414,8.35501,2591484.0,17473866.0,162584740.0,236560960.0,70786904.0,29.048897,8.440842,35713.805,58754434.0
Italy,ITA,2007,489653150.0,0.15510967,52747.19,81.5,8.1816,2526290.0,17913986.0,163512340.0,229103090.0,70675250.0,28.02273,8.28394,36310.734,59108723.0
Italy,ITA,2008,478126140.0,0.15171777,51806.39,81.645,7.8599496,2596047.0,16127209.0,167141920.0,218697980.0,68138770.0,28.643501,8.027411,35942.938,59561687.0
Italy,ITA,2009,424061120.0,0.14259687,48774.39,81.762,6.9550757,2231504.0,13340683.0,154034300.0,198108820.0,52387804.0,33.19238,7.07901,34055.227,59904016.0
Italy,ITA,2010,435710340.0,0.14378156,49301.695,82.132,7.0886745,2376961.0,13276015.0,164346880.0,193381070.0,58217964.0,38.501896,7.2420187,34765.938,60164212.0
Italy,ITA,2011,423894300.0,0.13971302,49473.016,82.228,6.9120245,2615166.0,12583285.0,153000380.0,186073260.0,65439216.0,37.19935,7.0218515,35151.0,60367882.0
Italy,ITA,2012,403441340.0,0.13725105,47795.957,82.252,6.5600452,2527781.0,10071460.0,147713820.0,172424130.0,66958948.0,31.013832,6.6649795,34010.035,60531522.0
Italy,ITA,2013,369474700.0,0.12819514,46833.363,82.652,6.003809,2701607.0,8877183.0,137700980.0,158978200.0,57781948.0,32.96923,6.0915275,33317.242,60653864.0
Italy,ITA,2014,349400320.0,0.121559724,46825.652,82.901,5.6921134,2501145.0,8338587.0,121589384.0,157754690.0,55837156.0,34.944023,5.759583,33310.703,60664169.0
Italy,ITA,2015,361254340.0,0.12423635,47311.824,82.521,5.8778486,2574282.0,8196151.0,132756290.0,161536300.0,53062916.0,25.609055,5.963722,33620.742,60575314.0
Italy,ITA,2016,358144350.0,0.12113392,47987.84,83.046,5.8129554,2188690.0,7680499.0,140792000.0,156137020.0,48302164.0,22.990587,5.9218845,34120.42,60478103.0
Italy,ITA,2017,352678620.0,0.11802339,48849.22,82.726,5.7653503,2351260.0,7711494.0,148758080.0,148862100.0,41798010.0,26.295252,5.8399863,34754.77,60390317.0
Italy,ITA,2018,349062140.0,0.115253866,49133.145,83.184,5.6627846,2295148.0,7756716.0,143671520.0,152851860.0,39214172.0,29.030611,5.79092,35149.824,60277496.0
Italy,ITA,2019,339633540.0,0.112025075,49690.63,83.342,5.5665965,2756264.0,7911519.0,146768960.0,148586880.0,30482638.0,27.986908,5.6483083,35407.242,60130136.0
Italy,ITA,2020,302602430.0,0.109390005,45505.07,82.181,4.9778,2112355.0,7059192.0,140815950.0,127651160.0,22129336.0,27.558441,5.0507174,32385.326,59912763.0
Italy,ITA,2021,335977820.0,0.11345511,49825.395,82.865,5.6529455,1815685.0,7918827.0,151363870.0,147039180.0,24565640.0,29.0026,5.6250033,34827.137,59729353.0
Italy,ITA,2022,340672300.0,0.10774763,52333.33,82.052,5.638792,2549430.0,7918827.0,137601070.0,157948580.0,31376494.0,29.341156,5.714146,36224.293,59619106.0
Jamaica,JAM,2016,8163432.0,0.27323613,9886.552,72.052,2.7013628,0.0,395752.0,18320.0,7492880.0,256480.02,-14.753048,2.9052198,7381.3325,2809919.0
Jamaica,JAM,2017,7797546.0,0.25938636,9964.391,71.879,2.5846272,0.0,359626.0,201520.0,7020224.0,216176.0,-19.567022,2.769246,7433.147,2815765.0
Jamaica,JAM,2018,8086434.5,0.30295613,10137.111,71.606,3.0711,0.0,318754.0,186864.0,7349984.0,230832.0,-9.331567,2.8674252,7569.063,2820103.0
Jamaica,JAM,2019,9476012.0,0.29252788,10216.065,71.532,2.988484,0.0,334332.0,564256.0,8265983.5,311440.0,-14.007163,3.35639,7641.0815,2823275.0
Jamaica,JAM,2020,6902286.0,0.22670807,9178.32,71.452,2.0807993,0.0,380366.0,1384992.0,4825488.0,311440.0,3.2951329,2.4383285,6880.4883,2830745.0
Jamaica,JAM,2021,7345511.0,0.23693243,9577.164,69.085,2.2691407,0.0,402231.0,1428960.0,5202880.0,311440.0,0.82433337,2.5885623,7193.1064,2837680.0
Jamaica,JAM,2022,7136817.0,0.22272348,10072.049,71.481,2.2432818,0.0,393157.0,1375812.0,5044384.0,323464.0,1.1596416,2.513716,7481.6685,2839150.0
Japan,JPN,1990,1157393200.0,0.26790476,35272.418,78.993,9.449649,192182.0,38701104.0,116917060.0,671547700.0,318767300.0,13.79233,9.379217,29949.0,123399767.0
Japan,JPN,1991,1169093000.0,0.2610128,36372.035,79.262,9.493566,215747.0,40346744.0,125063896.0,673907300.0,318634560.0,14.1958885,9.43655,30837.432,123889870.0
Japan,JPN,1992,1178892000.0,0.25978673,36563.62,79.303,9.498744,208901.0,41665790.0,126490970.0,687491260.0,313007230.0,20.640213,9.477865,30977.814,124383707.0
Japan,JPN,1993,1171892500.0,0.25940952,36277.92,79.446,9.410838,212436.0,41224496.0,129388590.0,672880800.0,318422000.0,18.909344,9.387158,30920.66,124839955.0
Japan,JPN,1994,1226893200.0,0.26825443,36568.71,79.837,9.809719,232147.0,42297116.0,135690270.0,712947140.0,326204600.0,19.580154,9.792672,31135.428,125286861.0
Japan,JPN,1995,1239194900.0,0.26365063,37442.895,79.684,9.871842,522647.03,42142028.0,140649010.0,710222600.0,336139500.0,20.923098,9.860497,31887.277,125672659.0
Japan,JPN,1996,1251694700.0,0.25828564,38528.793,80.363,9.951433,571971.0,42559540.0,146434300.0,707764600.0,344945380.0,19.18878,9.936032,32784.156,125975304.0
Japan,JPN,1997,1244395300.0,0.25281063,38814.254,80.584,9.812655,581742.0,39926084.0,151069260.0,692896500.0,350478500.0,17.90687,9.855353,33038.293,126265926.0
Japan,JPN,1998,1204594200.0,0.24629456,38217.195,80.649,9.412687,500065.97,35362600.0,154610180.0,677016450.0,328119260.0,13.91239,9.518783,32558.188,126549182.0
Japan,JPN,1999,1241195400.0,0.25562814,38020.094,80.613,9.719007,540857.0,35010124.0,163856080.0,686568500.0,346120420.0,17.979013,9.7884865,32394.516,126801566.0
Japan,JPN,2000,1263993200.0,0.2524052,39005.914,81.179,9.845295,513292.0,35085744.0,168727920.0,677303400.0,372970660.0,22.425983,9.950525,33210.81,127027794.0
Japan,JPN,2001,1249393400.0,0.24869926,39062.28,81.51,9.714761,549915.0,34374184.0,167864720.0,655581060.0,382016220.0,20.998238,9.817633,33246.39,127260144.0
Japan,JPN,2002,1278994700.0,0.25547937,38987.91,81.795,9.960607,526336.0,32417252.0,171772720.0,666480400.0,399141630.0,17.364437,10.032543,33195.402,127484599.0
Japan,JPN,2003,1287494900.0,0.25306007,39501.81,81.854,9.99633,507509.0,31935272.0,177167520.0,656529100.0,412503600.0,18.487896,10.084455,33619.95,127671254.0
Japan,JPN,2004,1282894700.0,0.24661292,40351.777,82.127,9.951269,478825.0,31276190.0,176079550.0,645380000.0,420466800.0,19.54041,10.037062,34313.56,127815769.0
Japan,JPN,2005,1290296200.0,0.24445967,41075.824,82.007,10.041383,509418.0,32279648.0,174702500.0,642359500.0,430873920.0,19.481752,10.087269,34857.754,127913331.0
Japan,JPN,2006,1267295400.0,0.2368802,41613.15,82.37,9.857331,554787.0,31990874.0,191339220.0,605587600.0,427990430.0,19.51559,9.900958,35333.113,127997247.0
Japan,JPN,2007,1302996200.0,0.24007484,42182.176,82.549,10.12688,617474.0,30658350.0,207774200.0,608164030.0,445458660.0,16.90437,10.172689,35892.71,128087683.0
Japan,JPN,2008,1232195700.0,0.22968316,41645.57,82.633,9.565287,566941.0,28552560.0,203313070.0,563407040.0,426743200.0,21.817875,9.614812,35496.227,128155992.0
Japan,JPN,2009,1163392600.0,0.23091438,39279.5,82.97,9.070202,502604.0,25308482.0,201069940.0,516482600.0,411899870.0,19.843954,9.075358,33590.01,128192471.0
Japan,JPN,2010,1214798100.0,0.23310085,40881.797,82.916,9.529581,476271.0,24321272.0,212061810.0,522306800.0,446506720.0,18.99309,9.476892,35011.402,128185273.0
Japan,JPN,2011,1264796700.0,0.24314508,40967.344,82.671,9.961008,479318.0,24982896.0,246731260.0,552860860.0,430969800.0,20.683764,9.873785,34979.0,128096430.0
Japan,JPN,2012,1305997700.0,0.24699685,41596.92,83.168,10.274309,492279.0,25624796.0,255914220.0,564639170.0,450458200.0,21.263317,10.208827,35537.438,127928283.0
Japan,JPN,2013,1315297800.0,0.2449873,42492.242,83.402,10.41006,440818.0,26805206.0,255327540.0,541958900.0,481655170.0,16.366268,10.297997,36312.348,127723642.0
Japan,JPN,2014,1263805700.0,0.23497446,42674.7,83.643,10.027464,451182.0,26557374.0,257328670.0,497145150.0,473225020.0,14.076524,9.913243,36440.215,127486601.0
Japan,JPN,2015,1223199400.0,0.22396071,43386.71,83.883,9.716918,426981.0,25936140.0,245234340.0,476885700.0,466242850.0,10.892009,9.610615,37053.176,127275868.0
Japan,JPN,2016,1203184000.0,0.22182773,43736.13,84.057,9.701886,459882.0,25969470.0,250763120.0,460517800.0,457144930.0,10.470586,9.461973,37384.56,127159950.0
Japan,JPN,2017,1187484500.0,0.21551313,44505.277,84.189,9.591472,438977.0,26428778.0,244803200.0,448259040.0,459108030.0,10.081886,9.345512,38078.96,127064686.0
Japan,JPN,2018,1142480900.0,0.20734291,44848.49,84.289,9.299017,428412.0,26182944.0,233268240.0,431786900.0,442510980.0,11.957573,9.0020485,38403.68,126913432.0
Japan,JPN,2019,1105478000.0,0.20116791,44730.91,84.418,8.998424,389130.0,25328006.0,223405140.0,415811650.0,432808580.0,13.09836,8.725202,38332.934,126699421.0
Japan,JPN,2020,1040483400.0,0.19751576,42992.48,84.67,8.491692,393746.0,24490266.0,221932300.0,387123550.0,399496640.0,13.9672,8.237894,36826.64,126304533.0
Japan,JPN,2021,1061905300.0,0.19461696,44355.348,84.55,8.632303,358779.0,24395606.0,211002450.0,390515260.0,427989120.0,15.162337,8.449323,37678.277,125679342.0
Japan,JPN,2022,1032686800.0,0.17948271,44972.344,84.054,8.071758,350738.0,23156504.0,199729500.0,384784420.0,417192860.0,15.856902,8.261654,38268.79,124997585.0
Jordan,JOR,2008,20717996.0,0.27550814,10641.59,73.563,2.9318445,0.0,1566269.0,6236128.0,12915600.0,0.0,38.60462,2.9640014,11378.256,6989874.0
Jordan,JOR,2009,21336692.0,0.2696221,10938.503,73.707,2.949262,0.0,1393540.0,7060528.0,12882624.0,0.0,42.099823,2.9875946,11651.25,7141763.0
Jordan,JOR,2010,20615326.0,0.25757167,10953.538,73.797,2.821321,0.0,1408637.0,5235856.0,13970832.0,0.0,32.25927,2.8251605,11601.088,7297046.0
Jordan,JOR,2011,21243760.0,0.2559007,10977.482,73.929,2.8091457,0.0,996496.0,1996880.0,18250384.0,0.0,40.886875,2.8399112,11615.0,7480431.0
Jordan,JOR,2012,23814580.0,0.29167846,11086.03,74.087,3.233556,779.0,1411877.0,1509337.0,20892588.0,0.0,43.27347,3.1388113,11704.657,7587133.0
Jordan,JOR,2013,23818202.0,0.27925053,10799.354,74.282,3.0157251,5050.0,1462752.0,1868640.0,19650032.0,831728.0,48.51885,2.9803257,10834.426,7991812.0
Jordan,JOR,2014,25898834.0,0.28961396,10148.998,74.606,2.9392917,3813.0,1536750.0,619216.0,22423680.0,1315376.0,36.618862,2.9458227,9765.811,8791715.0
Jordan,JOR,2015,25549898.0,0.2802778,9581.689,75.06,2.6855347,1007.0,1571676.0,4004752.2,19312944.0,659520.0,37.542202,2.6768591,9307.248,9544730.0
Jordan,JOR,2016,24698330.0,0.2705278,9321.904,75.55,2.5218344,0.0,1582154.0,6979920.0,15234912.0,901344.0,28.17504,2.468261,9149.412,10006369.0
Jordan,JOR,2017,25813520.0,0.27775905,9339.811,76.071,2.5942166,0.0,1634543.0,8030350.5,15415930.0,732696.0,22.167065,2.5222735,9186.477,10234227.0
Jordan,JOR,2018,25141976.0,0.2592576,9311.531,76.491,2.4140854,0.0,1725351.0,7866608.0,14780576.0,769440.0,24.537046,2.4030998,9174.501,10462310.0
Jordan,JOR,2019,24746842.0,0.23880884,9288.527,76.865,2.2181823,816.0,1211937.0,7858129.0,14891979.0,783981.0,22.676575,2.3188803,9166.066,10671893.0
Jordan,JOR,2020,20960476.0,0.21949439,9022.64,75.583,1.9804187,416.0,1159547.0,7359709.0,11667832.0,772971.0,31.972956,1.9291328,8896.383,10865232.0
Jordan,JOR,2021,20638542.0,0.21954054,9182.496,74.204,2.0159302,986.00006,1299252.0,6064979.0,12573379.0,699946.0,37.763725,1.8649808,9019.895,11066356.0
Jordan,JOR,2022,20254502.0,0.21413517,9266.575,77.088,1.9842998,0.0,1299252.0,5854100.0,12159463.0,941688.0,37.896046,1.7993975,9151.479,11256269.0
Kazakhstan,KAZ,1990,268173090.0,0.86079246,16837.691,65.701,14.493757,6464185.0,1015077.94,27623386.0,56223760.0,174960000.0,4.3345737,15.633214,11888.0,17154060.0
Kazakhstan,KAZ,1991,261065920.0,1.011143,14877.527,65.379,15.043308,6676880.0,804064.0,26352718.0,53052584.0,172458600.0,-20.56499,15.109202,10557.115,17278604.0
Kazakhstan,KAZ,1992,236131070.0,1.0898366,14045.104,64.978,15.306868,6346063.0,699188.0,25900886.0,39998370.0,161639490.0,-45.64439,13.623504,10012.611,17332624.0
Kazakhstan,KAZ,1993,208216780.0,1.0229836,12795.875,64.538,13.089969,5643920.0,352883.0,23612382.0,32820602.0,144462770.0,-20.870148,12.053428,9173.638,17274487.0
Kazakhstan,KAZ,1994,174933440.0,1.055022,11334.983,64.108,11.958656,5062515.0,168706.0,22340280.0,27376478.0,118959256.0,-18.728212,10.263773,8178.791,17043775.0
Kazakhstan,KAZ,1995,168285920.0,1.0167556,10600.33,63.717,10.7779455,4867602.0,97929.0,17817616.0,28389158.0,115983470.0,-22.965553,10.058606,7674.0635,16730541.0
Kazakhstan,KAZ,1996,154505020.0,0.88657254,10857.436,63.455,9.625904,5165296.0,15838.999,15872768.0,27953574.0,104428420.0,-25.706282,9.411835,7826.8574,16416036.0
Kazakhstan,KAZ,1997,146425380.0,0.7574792,11298.58,63.318,8.55844,5570373.0,46938.0,14990659.0,29516736.0,95230376.0,-26.576115,9.126915,8093.796,16043250.0
Kazakhstan,KAZ,1998,144282670.0,0.79619604,11364.031,63.349,9.0479965,6282394.0,10261.0,14333889.0,29571162.0,92466664.0,-21.43809,9.220643,8088.648,15647789.0
Kazakhstan,KAZ,1999,119265290.0,0.70992225,11815.773,63.528,8.38828,6002419.0,7472.0,9787116.0,19008344.0,82603940.0,-18.05976,7.7165008,8421.348,15455877.0
Kazakhstan,KAZ,2000,143380210.0,0.6593801,12935.864,63.793,8.529651,7074891.0,1999.0001,14542795.0,24185742.0,95887600.0,-28.122147,9.249675,9309.42,15501108.0
Kazakhstan,KAZ,2001,138768540.0,0.5732729,14612.029,64.108,8.37668,7934882.0,158182.0,11170946.0,23191344.0,94084080.0,-16.08899,8.909383,10589.103,15575550.0
Kazakhstan,KAZ,2002,157524850.0,0.58235997,15960.874,64.441,9.294973,9068990.0,26942.0,14308007.0,35154292.0,95935800.0,-20.962753,10.061191,11640.18,15656680.0
Kazakhstan,KAZ,2003,175854720.0,0.593659,17344.752,64.753,10.296868,9930039.0,520.0,16177588.0,38996308.0,107127850.0,-29.165983,11.167239,12726.287,15747377.0
Kazakhstan,KAZ,2004,186355680.0,0.58308834,18886.582,65.04,11.012546,11206653.0,345937.0,17449136.0,40839484.0,113472720.0,-29.977663,11.757335,13929.7295,15850164.0
Kazakhstan,KAZ,2005,200041980.0,0.5712397,20565.53,65.356,11.747848,11448810.0,355198.0,18730886.0,51200428.0,114202990.0,-28.935295,12.527587,15233.841,15968118.0
Kazakhstan,KAZ,2006,220574700.0,0.57818073,22574.344,65.722,13.05205,12196843.0,475598.0,28132250.0,54973084.0,119929940.0,-26.417591,13.697129,16786.555,16103718.0
Kazakhstan,KAZ,2007,226744690.0,0.5547009,24351.346,66.18,13.507714,12391150.0,596891.0,24152138.0,54883476.0,130464330.0,-23.19309,13.9473295,18181.06,16257212.0
